cid,submittedVideoUrl,text,label,translated_text,translated_text_formal
7.453472450718942e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,akuu? yaa?,1.0,akuu? yaa?,Asayau? yaa?
7.453471790527153e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"aku tiba"" bb naik drastis",0.0,"aku tiba"" bb naik drastis","Asaya tiba"" bb naik drastis"
7.286539328115885e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,anxiety dong gua,0.0,Kecemasan Dong Gua,Kecemasan Dong Gua
7.286460737463764e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"ak anxiety,ocd, depresi, bipolar,",0.0,"ak anxiety,ocd, depresi, bipolar,","Ak anxiety,ocd, depresi, bipolar,"
7.286365531748484e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,oh jadi semua penyakit gangguan mental ini ada di aku ya?,1.0,oh jadi semua penyakit gangguan mental ini ada di aku ya?,Oh jadi semua penyakit gangguan mental ini ada di asaya ya?
7.286348891909391e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,kenapa harus semua....?,1.0,kenapa harus semua....?,Kenapa harus semua....?
7.286325992020657e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"apakah ""depresi dan bipolar ada di aku ?aku merasakan depresi dan bipolar",0.0,"apakah ""depresi dan bipolar ada di aku ?aku merasakan depresi dan bipolar","ApaKakh ""depresi dan bipolar ada di asaya ?asaya merasaKakn depresi dan bipolar"
7.286140252128003e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bipolar sama kayak sifat ku,0.0,bipolar sama kayak sifat ku,Bipolar sama Kakyak sifat saya
7.286115959140025e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"2 sama 5 sih, ada yg sama?",1.0,"2 sama 5 sih, ada yg sama?","2 sama 5 sih, ada yang sama?"
7.286101809008199e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gw yg empat,0.0,gw yg empat,Gw yang empat
7.286012656703079e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,anxiety depresi skizofrenia,1.0,anxiety depresi skizofrenia,Anxiety depresi skizofrenia
7.285737803941201e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gw semua,0.0,gw semua,Gw semua
7.285717352205043e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gw kena penyakit axiety dan depresi hhe,0.0,gw kena penyakit axiety dan depresi hhe,Gw kena penyakit axiety dan depresi hhe
7.285705003879286e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bahkan gw smuanya.,0.0,bahkan gw smuanya.,BahKakn gw smuanya.
7.285700245182531e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gua depresi and bipolar,0.0,gua depresi and bipolar,Gua depresi and bipolar
7.285686087716046e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,apa cuma gue doang yang semuanya ya?.,0.0,apa cuma gue doang yang semuanya ya?.,Apa cuma gue doang yang semuanya ya?.
7.285684681391277e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,lah anying aing smua ny??,1.0,Lah Aning Aling Smwa NY ??,Lah Aning Aling Smwa NY ??
7.285655540789069e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,baru tau gua punya penyakit sebanyak ini bertahan lama gk ya,1.0,baru tau gua punya penyakit sebanyak ini bertahan lama gk ya,Baru tau gua punya penyakit sebanyak ini bertahan lama gk ya
7.285612423276004e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semua its okey,1.0,Semua baik -baik saja,Semua baik -baik saja
7.283795719046727e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,ada 3 yang sama dengan sifat ku,0.0,Ada 3 yang setara dengan sifat saya,Ada 3 yang setara dengan sifat saya
7.283791423663621e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"1,2,4,5",1.0,"1,2,4,5","1,2,4,5"
7.283770187412342e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,seburuknya itu kh aku?,0.0,seburuknya itu kh aku?,Seburuknya itu kh asaya?
7.283756565260977e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"yakali bipolar, gamungkin lah, tpi setiap ngomong ga semua orang paham apa yg aku omongin sie :^",1.0,"yakali bipolar, gamungkin lah, tpi setiap ngomong ga semua orang paham apa yg aku omongin sie :^","YaKakli bipolar, gamungkin lah, tpi setiap ngomong ga semua orang paham apa yang asaya omongin sie :^"
7.283743857002907e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,keknya gue ngidam anxiety sama ocd (obsessive compulsive disorder).. kira kira gimana cara ngilangin ni penyakit??,0.0,"Kue ini mengidam kecemasan, OCD yang sama (gangguan kompulsif obsesif) .. bagaimana dengan cara mendapatkan penyakit ini ??","Kue ini mengidam kecemasan, OCD yang sama (gangguan kompulsif obsesif) .. bagaimana dengan cara mendapatKakn penyakit ini ??"
7.283739472171845e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semuanya gw punya,0.0,semuanya gw punya,Semuanya gw punya
7.283734564714218e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,aku bipolar yah..?,0.0,aku bipolar yah..?,Asaya bipolar yah..?
7.283731274309092e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,takut sm bipolar tapi itu udah terjadi di aku......,0.0,takut sm bipolar tapi itu udah terjadi di aku......,Tasayat sm bipolar tapi itu udah terjadi di asaya......
7.283729789961111e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,depresi+bipolar and skizofreniayg lain tu saya ada jugak sikit2 tapi saya rasa tk de kut,1.0,Depresi+bipolar dan skizofreniayg lainnya saya punya sedikit tetapi saya tidak berpikir saya bisa,Depresi+bipolar dan skizofreniayang lainnya saya punya sedikit tetapi saya tidak berpikir saya bisa
7.283712853424227e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,kyanya aing kenal bipolar dh,1.0,Saya tahu itu karena saya,Saya tahu itu Kakrena saya
7.283688354058634e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,apa ubatnya sis..,1.0,apa obatnya ..,Apa obatnya ..
7.283675881984247e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gaberani bilang ortu,1.0,gaberani bilang ortu,Gaberani bilang ortu
7.283671188261176e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,depresi sm bipolar aku bgt,1.0,depresi sm bipolar aku bgt,Depresi sm bipolar asaya bgt
7.283651284446774e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,anj ada semua,0.0,anj ada semua,Anj ada semua
7.283624490230384e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semuannya...,1.0,semuannya...,Semuannya...
7.283604617613657e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,skizofernia ada diaku,1.0,skizofernia ada diaku,Skizofernia ada diasaya
7.2835801580226e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,.filess,1.0,.filess,.filess
7.283566502245271e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,kok sm semua kek yg kualami,1.0,kok sm semua kek yg kualami,Kok sm semua kek yang sayaalami
7.283565783463265e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,se parah inikah aku,1.0,se parah inikah aku,Se parah iniKakh asaya
7.283557304069899e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bipolar hadir,1.0,Bipolar Hadir,Bipolar Hadir
7.283556407734339e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"anxiety , ocd , depresi , bipolar , skizfrenia kek nya gua emg ga pantas idup",0.0,"anxiety , ocd , depresi , bipolar , skizfrenia kek nya gua emg ga pantas idup","Anxiety , ocd , depresi , bipolar , skizfrenia kek nya gua emg ga pantas idup"
7.283552000775849e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semuanya kaya sifat aku..,1.0,semuanya kaya sifat aku..,Semuanya Kakya sifat asaya..
7.283534901906064e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"aku, depresi+bipolar?",0.0,"aku, depresi+bipolar?","Asaya, depresi+bipolar?"
7.283529495368959e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,aku depresot?,0.0,aku depresot?,Asaya depresot?
7.45327339757401e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,udah punya obatnya sih,1.0,udah punya obatnya sih,Udah punya obatnya sih
7.453269021171058e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,dan itu yang aku rasain saat ini,1.0,dan itu yang aku rasain saat ini,Dan itu yang asaya rasain saat ini
7.453266202967115e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,berarti gua?.....,0.0,berarti gua?.....,Berarti gua?.....
7.453264278381725e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"dikira pemalas alasan sakit la inilah itulah pdhl badan lemes bnr"" ga kuat buka tutup botol pun gbs",0.0,"dikira pemalas alasan sakit la inilah itulah pdhl badan lemes bnr"" ga kuat buka tutup botol pun gbs","Dikira pemalas alasan sakit la inilah itulah pdhl badan lemes bnr"" ga sayaat buKak tutup botol pun gbs"
7.45326269173552e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,kalo g krna omongan org gua g akan gini plsssss anjj emgg bgt,1.0,"Pikiranku sangat terlambat, itu seperti suara","Pikiransaya sangat terlambat, itu seperti suara"
7.453258061341427e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,ilysm kak,1.0,Ilysm Kak,Ilysm Kak
7.453250253040862e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"dl aq gt, sekarang udah engga dl soalnya aku ad masalah keluarga & sekolah, jd lama² kena gkm, tp skrg udh engga, udh ngerti sama perasaanku )",1.0,"dl aq gt, sekarang udah engga dl soalnya aku ad masalah keluarga & sekolah, jd lama² kena gkm, tp skrg udh engga, udh ngerti sama perasaanku )","Dl aq gt, seKakrang udah engga dl soalnya asaya ad masalah keluarga & sekolah, jd lama² kena gkm, tp skrg udh engga, udh ngerti sama perasaansaya )"
7.45324747690243e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,semua ada kat aku..,0.0,Semuanya bersamaku ..,Semuanya bersamasaya ..
7.453244217746916e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"ga nyaman banget plss, kaya tiba tiba adateng takut dll t_t",0.0,"ga nyaman banget plss, kaya tiba tiba adateng takut dll t_t","Ga nyaman banget plss, Kakya tiba tiba adateng tasayat dll t_t"
7.453243984225699e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,diriku sendiri,1.0,diriku sendiri,Dirisaya sendiri
7.453239789682476e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,setiap kambuh aku selalu murung tutup pintu kamar tindih pake bantal teriak nangis sesegukan smpe sesek kdang nangis smpe ga sadarkan diri,0.0,setiap kambuh aku selalu murung tutup pintu kamar tindih pake bantal teriak nangis sesegukan smpe sesek kdang nangis smpe ga sadarkan diri,Setiap Kakmbuh asaya selalu murung tutup pintu Kakmar tindih pake bantal teriak nangis seseguKakn smpe sesek kdang nangis smpe ga sadarKakn diri
7.453235387465598e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"semua ada di diriku sendiri ternyata rupanya diriku terkena gangguan kesehatan mental yaaa,, aku pikir selama inii tangguh dan kuat separah itu, apalagi jika dalam kondisi saat marah² tanpa sebab, pelampiasannya selalu ke anak² maafkan mamah nak",1.0,"semua ada di diriku sendiri ternyata rupanya diriku terkena gangguan kesehatan mental yaaa,, aku pikir selama inii tangguh dan kuat separah itu, apalagi jika dalam kondisi saat marah² tanpa sebab, pelampiasannya selalu ke anak² maafkan mamah nak","Semua ada di dirisaya sendiri ternyata rupanya dirisaya terkena gangguan kesehatan mental yaaa,, asaya pikir selama inii tangguh dan sayaat separah itu, apalagi jiKak dalam kondisi saat marah² tanpa sebab, pelampiasannya selalu ke anak² maafKakn mamah nak"
7.453233727313806e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,aku lelah,1.0,aku lelah,Asaya lelah
7.453230539425007e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,semuanya benar lagi,1.0,semuanya benar lagi,Semuanya benar lagi
7.453222462654907e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,jadi aku..semua yg kurasain itu gejala ini,0.0,jadi aku..semua yg kurasain itu gejala ini,Jadi asaya..semua yang sayarasain itu gejala ini
7.453205140628555e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,haha aku.,0.0,haha aku.,Haha asaya.
7.4531915228518e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,ini juga lagi gk bisa bobo,1.0,ini juga lagi gk bisa bobo,Ini juga lagi gk bisa bobo
7.453178977247888e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,jdi ? gw?,0.0,jdi ? gw?,Jdi ? gw?
7.453177202314626e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,hampir semua digue,0.0,Hampir semuanya menggali,Hampir semuanya menggali
7.453175253250967e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,brti slma ini? aku kena gangguan mental?,1.0,brti slma ini? aku kena gangguan mental?,Brti slma ini? asaya kena gangguan mental?
7.45317206181911e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,trauma mntal rusak itu yng saya rasakan smpai berkali kali nyakitin diri sndiri dan dmn saya udh cape saya nyari udara yng nyaman yaitu olahraga di bwa olahraga biar gk stres dan alhamdulillah seenggaknya saya tidak menyakiti diri saya sndiri dan orng lain walaupun apa2 saya kdng nangis marah gak nentu gk bisa kontrol emosi seenggaknya saya gk main fisik plis buat kalian jngan nikah muda dlu sengangin diri dlu krna gak seenak yng kita bayangkan,1.0,trauma mntal rusak itu yng saya rasakan smpai berkali kali nyakitin diri sndiri dan dmn saya udh cape saya nyari udara yng nyaman yaitu olahraga di bwa olahraga biar gk stres dan alhamdulillah seenggaknya saya tidak menyakiti diri saya sndiri dan orng lain walaupun apa2 saya kdng nangis marah gak nentu gk bisa kontrol emosi seenggaknya saya gk main fisik plis buat kalian jngan nikah muda dlu sengangin diri dlu krna gak seenak yng kita bayangkan,Trauma mntal rusak itu yng saya rasaKakn smpai berKakli Kakli nyakitin diri sndiri dan dmn saya udh cape saya nyari udara yng nyaman yaitu olahraga di bwa olahraga biar gk stres dan alhamdulillah seenggaknya saya tidak menyakiti diri saya sndiri dan orng lain walaupun apa2 saya kdng nangis marah gak nentu gk bisa kontrol emosi seenggaknya saya gk main fisik plis buat Kaklian jngan niKakh muda dlu sengangin diri dlu krna gak seenak yng kita bayangKakn
7.453165559992468e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,ternyata selama ini aku gangguan mental,1.0,ternyata selama ini aku gangguan mental,Ternyata selama ini asaya gangguan mental
7.453155830977807e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,lah gw ini ada semuaa,0.0,lah gw ini ada semuaa,Lah gw ini ada semuaa
7.453154848206292e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,oh patut la,1.0,oh fit la,Oh fit la
7.453305739919738e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"dan ya itu ada di aku, capek, capek mendam sendricapek berjuang sndri",0.0,"dan ya itu ada di aku, capek, capek mendam sendricapek berjuang sndri","Dan ya itu ada di asaya, capek, capek mendam sendricapek berjuang sndri"
7.45330573172374e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,ternyata aku salah satu orang yang mengalami gangguan mental,1.0,ternyata aku salah satu orang yang mengalami gangguan mental,Ternyata asaya salah satu orang yang mengalami gangguan mental
7.453303433622259e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,gw bgt inimah,0.0,gw bgt inimah,Gw bgt inimah
7.453302268106311e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,1-3 gw dh kena,0.0,1-3 gw dh kena,1-3 gw dh kena
7.453300838434555e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,nomer 1 related bangtt sumpahh,1.0,nomer 1 related bangtt sumpahh,Nomer 1 related bangtt sumpahh
7.453295817840494e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,berarti aku kena gangguan mental emosi meledak2 cepat marah dsb. perubahan diri sendiri aku rasain bener2 berubah dan itu terjadi setelah ibu & nenek aku pergi ninggalin aku sendiri,1.0,berarti aku kena gangguan mental emosi meledak2 cepat marah dsb. perubahan diri sendiri aku rasain bener2 berubah dan itu terjadi setelah ibu & nenek aku pergi ninggalin aku sendiri,Berarti asaya kena gangguan mental emosi meledak2 cepat marah dsb. perubahan diri sendiri asaya rasain bener2 berubah dan itu terjadi setelah ibu & nenek asaya pergi ninggalin asaya sendiri
7.453292236425922e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"beberapa udh ada yg ku rasain, jdi itu ciri ciri gangguan mental ya?",1.0,"beberapa udh ada yg ku rasain, jdi itu ciri ciri gangguan mental ya?","Beberapa udh ada yang saya rasain, jdi itu ciri ciri gangguan mental ya?"
7.453290664476313e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"aku pernh mau sampe nyakitin diri sendiri, karna pikiran emng uda bener' kosongg",1.0,"aku pernh mau sampe nyakitin diri sendiri, karna pikiran emng uda bener' kosongg","Asaya pernh mau sampe nyakitin diri sendiri, Kakrna pikiran emng uda bener' kosongg"
7.453287924244858e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,jadi selama ini aku punya gangguan mental ya,1.0,jadi selama ini aku punya gangguan mental ya,Jadi selama ini asaya punya gangguan mental ya
7.453286128725165e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,cara mengatasi nya gimana,0.0,cara mengatasi nya gimana,Cara mengatasi nya gimana
7.453284857978717e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"alamak, berarti guwa?",0.0,"Ups, artinya gua?","Ups, artinya gua?"
7.45328435515977e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,"kok sama kaya yang w alami ya, apa w terkena gangguan kesehatan mental",1.0,"kok sama kaya yang w alami ya, apa w terkena gangguan kesehatan mental","Kok sama Kakya yang w alami ya, apa w terkena gangguan kesehatan mental"
7.45328238274216e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,trs gw dh gila gtuu?,0.0,TRS GW DH Gila Gtuu?,TRS GW DH Gila Gtuu?
7.45327964426866e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,semua ada di aku peluk sendiri diriku.. akan kujaga diriku yang rapuh ini dari orang tua dan orang lain,0.0,semua ada di aku peluk sendiri diriku.. akan kujaga diriku yang rapuh ini dari orang tua dan orang lain,Semua ada di asaya peluk sendiri dirisaya.. aKakn sayajaga dirisaya yang rapuh ini dari orang tua dan orang lain
7.453276486309676e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,anjayy gua gila,0.0,anjayy gua gila,Anjayy gua gila
7.283642605303383e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semua.,0.0,Semua.,Semua.
7.283528487993738e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bipolar and depresi.,1.0,bipolar and depresi.,Bipolar and depresi.
7.28352792527243e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,hampir semua kecuali depresi sama skizofrenia,0.0,hampir semua kecuali depresi sama skizofrenia,Hampir semua kecuali depresi sama skizofrenia
7.283523104293422e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,ngga..ngga..,1.0,ngga..ngga..,Ngga..ngga..
7.283518833411245e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,srry i ocd,1.0,srry i ocd,Srry i ocd
7.283518351267628e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gejala anxiety kok ada di gua semua si apakah gua harus periksa?,0.0,gejala anxiety kok ada di gua semua si apakah gua harus periksa?,Gejala anxiety kok ada di gua semua si apaKakh gua harus periksa?
7.283514025391998e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,i'm depresi?,1.0,i'm depresi?,I'm depresi?
7.283519917322978e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,takpe aku autism ade adhd pun ada,1.0,Saya bahkan tidak memiliki autisme ADHD di sana,Saya bahKakn tidak memiliki autisme ADHD di sana
7.282739677851911e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"aku gk bipolar & skizofrenia kan?aku cmn gk lagi baik"" aja aku gk sakit kan?",0.0,"aku gk bipolar & skizofrenia kan?aku cmn gk lagi baik"" aja aku gk sakit kan?","Asaya gk bipolar & skizofrenia Kakn?asaya cmn gk lagi baik"" aja asaya gk sakit Kakn?"
7.28273660651856e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"eating disorder+depresi+bipolar+skizofrenia , waduh.",1.0,"eating disorder+depresi+bipolar+skizofrenia , waduh.","Eating disorder+depresi+bipolar+skizofrenia , waduh."
7.282733700847617e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,masa aku bipolar,1.0,Saat saya bipolar,Saat saya bipolar
7.282730191942862e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"and.. gw mw nnya, klo tba2 sesak nafas dwng itu knp,bahkan nafasny g bsa d atur,nyoba buat nafas scr nrml mlh g bs nfas, and itu terjadi pas gw pnik",0.0,"and.. gw mw nnya, klo tba2 sesak nafas dwng itu knp,bahkan nafasny g bsa d atur,nyoba buat nafas scr nrml mlh g bs nfas, and itu terjadi pas gw pnik","And.. gw mw nnya, klo tba2 sesak nafas dwng itu knp,bahKakn nafasny g bsa d atur,nyoba buat nafas scr nrml mlh g bs nfas, and itu terjadi pas gw pnik"
7.282723673294538e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bahkan hampir semua ada di akuu...,0.0,bahkan hampir semua ada di akuu...,BahKakn hampir semua ada di asayau...
7.282716217021285e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"udh kena semua, besok apa lagi?",1.0,"udh kena semua, besok apa lagi?","Udh kena semua, besok apa lagi?"
7.282712159087478e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,masa iya gw depresi sm bipolar,0.0,masa iya gw depresi sm bipolar,Masa iya gw depresi sm bipolar
7.282710403423127e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"wkwkw jangan diomongin ke temen, pasti gapercaya + adu nasib",1.0,"wkwkw jangan diomongin ke temen, pasti gapercaya + adu nasib","Wkwkw jangan diomongin ke temen, pasti gapercaya + adu nasib"
7.282701717514683e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,msh mudah lohh aku,1.0,msh mudah lohh aku,Msh mudah lohh asaya
7.28269567067798e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"@ aku mah semuanya tp lbh ke anxiety,stress,depresi",1.0,"@ aku mah semuanya tp lbh ke anxiety,stress,depresi","@ asaya mah semuanya tp lbh ke anxiety,stress,depresi"
7.282693922374288e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,aku yg disuruh ke pisikater bilek,1.0,Saya dikirim ke Pissicary Bilek,Saya dikirim ke Pissicary Bilek
7.282690942183835e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gw anxiety,0.0,Kecemasan GW,Kecemasan GW
7.282687423519507e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,seburuk itu kenapa aku gak sadar kalo aku kena semua yg di sebutin,0.0,seburuk itu kenapa aku gak sadar kalo aku kena semua yg di sebutin,Seburuk itu kenapa asaya gak sadar Kaklo asaya kena semua yang di sebutin
7.282686789335893e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,semuanya kecuali eating disorder,1.0,semuanya kecuali eating disorder,Semuanya kecuali eating disorder
7.282681121451132e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,bipolar kok reall bgt ya kyk ap yg srng aku alamin skrng,1.0,bipolar kok reall bgt ya kyk ap yg srng aku alamin skrng,Bipolar kok reall bgt ya kyk ap yang srng asaya alamin skrng
7.282678701194561e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,gw depresi ??,0.0,gw depresi ??,Gw depresi ??
7.28267700386957e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"anxiety, depresi, bipolar, apakah kondisi ku separah itu?",1.0,"anxiety, depresi, bipolar, apakah kondisi ku separah itu?","Anxiety, depresi, bipolar, apaKakh kondisi saya separah itu?"
7.282673419103471e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"deperesi, bipolar,anxiety,eating disorder,",0.0,"Deperesi, bipolar, kecemasan, gangguan makan,","Deperesi, bipolar, kecemasan, gangguan maKakn,"
7.282672152717215e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,oh ternyata aku udah depresi,1.0,oh ternyata aku udah depresi,Oh ternyata asaya udah depresi
7.282668481844594e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,<< depresi,1.0,<< depresi,<< depresi
7.282663919667496e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,kalo penyakit lari trus perut sebelah sakit itu apa,1.0,kalo penyakit lari trus perut sebelah sakit itu apa,Kaklo penyakit lari trus perut sebelah sakit itu apa
7.282663844224402e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"kalau penyakit yg biasanya tiba² gemeteran,sesak nafas,gelisah,jntung kenceng itu apa ak sering",1.0,"kalau penyakit yg biasanya tiba² gemeteran,sesak nafas,gelisah,jntung kenceng itu apa ak sering","Kaklau penyakit yang biasanya tiba² gemeteran,sesak nafas,gelisah,jntung kenceng itu apa ak sering"
7.282663175459096e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,jadi aku bipolar atau skizofrenia?,1.0,jadi aku bipolar atau skizofrenia?,Jadi asaya bipolar atau skizofrenia?
7.282662967652402e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,"semuanya gw kuasai kok wk""",0.0,"semuanya gw kuasai kok wk""","Semuanya gw sayaasai kok wk"""
7.282646515116705e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,anxiety dan depresi,1.0,kecemasan dan depresi,Kecemasan dan depresi
7.282645792568903e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,aku anxiety dan depresi,0.0,aku anxiety dan depresi,Asaya anxiety dan depresi
7.282639324172174e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,lah anxiety ama bipolar ada di gw?,0.0,Apakah Kecemasan AMA Bipolar di GW?,ApaKakh Kecemasan AMA Bipolar di GW?
7.282630942203725e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,kok semua .,0.0,kok semua .,Kok semua .
7.282624113477912e+18,https://www.tiktok.com/@kiark.id/video/7276743516431174917,jadi selama ini gue depresi?padahal gue ngerasa itu hal biasa anjaii,1.0,jadi selama ini gue depresi?padahal gue ngerasa itu hal biasa anjaii,Jadi selama ini gue depresi?padahal gue ngerasa itu hal biasa anjaii
7.452891545014175e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,lah semuanya sama yang ku alami cok,0.0,lah semuanya sama yang ku alami cok,Lah semuanya sama yang saya alami cok
7.452890251821024e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,lah ternyata hilangnya minat yg disukai termasuk kesehatan mental ya,1.0,lah ternyata hilangnya minat yg disukai termasuk kesehatan mental ya,Lah ternyata hilangnya minat yang disuKaki termasuk kesehatan mental ya
7.452890201246402e+18,https://www.tiktok.com/@serambiherbal/video/7445514816568954119,jadii.. selama ini gw ngalamin,0.0,jadii.. selama ini gw ngalamin,Jadii.. selama ini gw ngalamin
